,Review,Reviews_Token,Reviews_Lemm,Sentiment_TextBlob,Sentiment_VADER,Bigrams,Trigrams,Label
527,chicken bloodi middl pop music blast ac far high place uncomfort cold,"['chicken', 'bloodi', 'middl', 'pop', 'music', 'blast', 'ac', 'far', 'high', 'place', 'uncomfort', 'cold']","['chicken', 'bloodi', 'middl', 'pop', 'music', 'blast', 'ac', 'far', 'high', 'place', 'uncomfort', 'cold']",-0.235,0.0,"[('chicken', 'bloodi'), ('bloodi', 'middl'), ('middl', 'pop'), ('pop', 'music'), ('music', 'blast'), ('blast', 'ac'), ('ac', 'far'), ('far', 'high'), ('high', 'place'), ('place', 'uncomfort'), ('uncomfort', 'cold')]","[('chicken', 'bloodi', 'middl'), ('bloodi', 'middl', 'pop'), ('middl', 'pop', 'music'), ('pop', 'music', 'blast'), ('music', 'blast', 'ac'), ('blast', 'ac', 'far'), ('ac', 'far', 'high'), ('far', 'high', 'place'), ('high', 'place', 'uncomfort'), ('place', 'uncomfort', 'cold')]",Neutral
528,heart time squar rock locat eat good servic kind nice tipi al shop outsid restour,"['heart', 'time', 'squar', 'rock', 'locat', 'eat', 'good', 'servic', 'kind', 'nice', 'tipi', 'al', 'shop', 'outsid', 'restour']","['heart', 'time', 'squar', 'rock', 'locat', 'eat', 'good', 'servic', 'kind', 'nice', 'tipi', 'al', 'shop', 'outsid', 'restour']",0.6333333333333333,0.9231,"[('heart', 'time'), ('time', 'squar'), ('squar', 'rock'), ('rock', 'locat'), ('locat', 'eat'), ('eat', 'good'), ('good', 'servic'), ('servic', 'kind'), ('kind', 'nice'), ('nice', 'tipi'), ('tipi', 'al'), ('al', 'shop'), ('shop', 'outsid'), ('outsid', 'restour')]","[('heart', 'time', 'squar'), ('time', 'squar', 'rock'), ('squar', 'rock', 'locat'), ('rock', 'locat', 'eat'), ('locat', 'eat', 'good'), ('eat', 'good', 'servic'), ('good', 'servic', 'kind'), ('servic', 'kind', 'nice'), ('kind', 'nice', 'tipi'), ('nice', 'tipi', 'al'), ('tipi', 'al', 'shop'), ('al', 'shop', 'outsid'), ('shop', 'outsid', 'restour')]",Postive
529,great meal excel attent servic fact noth much hassl anyon us brit could learn lot american custom servic,"['great', 'meal', 'excel', 'attent', 'servic', 'fact', 'noth', 'much', 'hassl', 'anyon', 'us', 'brit', 'could', 'learn', 'lot', 'american', 'custom', 'servic']","['great', 'meal', 'excel', 'attent', 'servic', 'fact', 'noth', 'much', 'hassl', 'anyon', 'us', 'brit', 'could', 'learn', 'lot', 'american', 'custom', 'servic']",0.3333333333333333,0.7964,"[('great', 'meal'), ('meal', 'excel'), ('excel', 'attent'), ('attent', 'servic'), ('servic', 'fact'), ('fact', 'noth'), ('noth', 'much'), ('much', 'hassl'), ('hassl', 'anyon'), ('anyon', 'us'), ('us', 'brit'), ('brit', 'could'), ('could', 'learn'), ('learn', 'lot'), ('lot', 'american'), ('american', 'custom'), ('custom', 'servic')]","[('great', 'meal', 'excel'), ('meal', 'excel', 'attent'), ('excel', 'attent', 'servic'), ('attent', 'servic', 'fact'), ('servic', 'fact', 'noth'), ('fact', 'noth', 'much'), ('noth', 'much', 'hassl'), ('much', 'hassl', 'anyon'), ('hassl', 'anyon', 'us'), ('anyon', 'us', 'brit'), ('us', 'brit', 'could'), ('brit', 'could', 'learn'), ('could', 'learn', 'lot'), ('learn', 'lot', 'american'), ('lot', 'american', 'custom'), ('american', 'custom', 'servic')]",Postive
530,good hrc big room nice effici staff bau food salad rib fajita decent price enjoy hrc regret,"['good', 'hrc', 'big', 'room', 'nice', 'effici', 'staff', 'bau', 'food', 'salad', 'rib', 'fajita', 'decent', 'price', 'enjoy', 'hrc', 'regret']","['good', 'hrc', 'big', 'room', 'nice', 'effici', 'staff', 'bau', 'food', 'salad', 'rib', 'fajita', 'decent', 'price', 'enjoy', 'hrc', 'regret']",0.37333333333333335,0.7269,"[('good', 'hrc'), ('hrc', 'big'), ('big', 'room'), ('room', 'nice'), ('nice', 'effici'), ('effici', 'staff'), ('staff', 'bau'), ('bau', 'food'), ('food', 'salad'), ('salad', 'rib'), ('rib', 'fajita'), ('fajita', 'decent'), ('decent', 'price'), ('price', 'enjoy'), ('enjoy', 'hrc'), ('hrc', 'regret')]","[('good', 'hrc', 'big'), ('hrc', 'big', 'room'), ('big', 'room', 'nice'), ('room', 'nice', 'effici'), ('nice', 'effici', 'staff'), ('effici', 'staff', 'bau'), ('staff', 'bau', 'food'), ('bau', 'food', 'salad'), ('food', 'salad', 'rib'), ('salad', 'rib', 'fajita'), ('rib', 'fajita', 'decent'), ('fajita', 'decent', 'price'), ('decent', 'price', 'enjoy'), ('price', 'enjoy', 'hrc'), ('enjoy', 'hrc', 'regret')]",Postive
531,took famili youngest daughter suggest great choic wifi famili friendli fast servic good food good portion plenti choic everyon nice atmospher lot look definit back,"['took', 'famili', 'youngest', 'daughter', 'suggest', 'great', 'choic', 'wifi', 'famili', 'friendli', 'fast', 'servic', 'good', 'food', 'good', 'portion', 'plenti', 'choic', 'everyon', 'nice', 'atmospher', 'lot', 'look', 'definit', 'back']","['take', 'famili', 'young', 'daughter', 'suggest', 'great', 'choic', 'wifi', 'famili', 'friendli', 'fast', 'servic', 'good', 'food', 'good', 'portion', 'plenti', 'choic', 'everyon', 'nice', 'atmospher', 'lot', 'look', 'definit', 'back']",0.5,0.9136,"[('take', 'famili'), ('famili', 'young'), ('young', 'daughter'), ('daughter', 'suggest'), ('suggest', 'great'), ('great', 'choic'), ('choic', 'wifi'), ('wifi', 'famili'), ('famili', 'friendli'), ('friendli', 'fast'), ('fast', 'servic'), ('servic', 'good'), ('good', 'food'), ('food', 'good'), ('good', 'portion'), ('portion', 'plenti'), ('plenti', 'choic'), ('choic', 'everyon'), ('everyon', 'nice'), ('nice', 'atmospher'), ('atmospher', 'lot'), ('lot', 'look'), ('look', 'definit'), ('definit', 'back')]","[('take', 'famili', 'young'), ('famili', 'young', 'daughter'), ('young', 'daughter', 'suggest'), ('daughter', 'suggest', 'great'), ('suggest', 'great', 'choic'), ('great', 'choic', 'wifi'), ('choic', 'wifi', 'famili'), ('wifi', 'famili', 'friendli'), ('famili', 'friendli', 'fast'), ('friendli', 'fast', 'servic'), ('fast', 'servic', 'good'), ('servic', 'good', 'food'), ('good', 'food', 'good'), ('food', 'good', 'portion'), ('good', 'portion', 'plenti'), ('portion', 'plenti', 'choic'), ('plenti', 'choic', 'everyon'), ('choic', 'everyon', 'nice'), ('everyon', 'nice', 'atmospher'), ('nice', 'atmospher', 'lot'), ('atmospher', 'lot', 'look'), ('lot', 'look', 'definit'), ('look', 'definit', 'back')]",Postive
532,troy bartend amaz made drink right check everi ten minut,"['troy', 'bartend', 'amaz', 'made', 'drink', 'right', 'check', 'everi', 'ten', 'minut']","['troy', 'bartend', 'amaz', 'make', 'drink', 'right', 'check', 'everi', 'ten', 'minut']",0.14285714285714285,0.0,"[('troy', 'bartend'), ('bartend', 'amaz'), ('amaz', 'make'), ('make', 'drink'), ('drink', 'right'), ('right', 'check'), ('check', 'everi'), ('everi', 'ten'), ('ten', 'minut')]","[('troy', 'bartend', 'amaz'), ('bartend', 'amaz', 'make'), ('amaz', 'make', 'drink'), ('make', 'drink', 'right'), ('drink', 'right', 'check'), ('right', 'check', 'everi'), ('check', 'everi', 'ten'), ('everi', 'ten', 'minut')]",Neutral
533,food good servic swift expect visit one cafe alway busi seat swiftli,"['food', 'good', 'servic', 'swift', 'expect', 'visit', 'one', 'cafe', 'alway', 'busi', 'seat', 'swiftli']","['food', 'good', 'servic', 'swift', 'expect', 'visit', 'one', 'cafe', 'alway', 'busi', 'seat', 'swiftli']",0.7,0.5719,"[('food', 'good'), ('good', 'servic'), ('servic', 'swift'), ('swift', 'expect'), ('expect', 'visit'), ('visit', 'one'), ('one', 'cafe'), ('cafe', 'alway'), ('alway', 'busi'), ('busi', 'seat'), ('seat', 'swiftli')]","[('food', 'good', 'servic'), ('good', 'servic', 'swift'), ('servic', 'swift', 'expect'), ('swift', 'expect', 'visit'), ('expect', 'visit', 'one'), ('visit', 'one', 'cafe'), ('one', 'cafe', 'alway'), ('cafe', 'alway', 'busi'), ('alway', 'busi', 'seat'), ('busi', 'seat', 'swiftli')]",Postive
534,realli amaz hard rock cafe locat time squar one realli pack rare item elvi beatl food servic live great rock standard awar servic fee,"['realli', 'amaz', 'hard', 'rock', 'cafe', 'locat', 'time', 'squar', 'one', 'realli', 'pack', 'rare', 'item', 'elvi', 'beatl', 'food', 'servic', 'live', 'great', 'rock', 'standard', 'awar', 'servic', 'fee']","['realli', 'amaz', 'hard', 'rock', 'cafe', 'locat', 'time', 'squar', 'one', 'realli', 'pack', 'rare', 'item', 'elvi', 'beatl', 'food', 'servic', 'live', 'great', 'rock', 'standard', 'awar', 'servic', 'fee']",0.18893939393939393,0.5719,"[('realli', 'amaz'), ('amaz', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'locat'), ('locat', 'time'), ('time', 'squar'), ('squar', 'one'), ('one', 'realli'), ('realli', 'pack'), ('pack', 'rare'), ('rare', 'item'), ('item', 'elvi'), ('elvi', 'beatl'), ('beatl', 'food'), ('food', 'servic'), ('servic', 'live'), ('live', 'great'), ('great', 'rock'), ('rock', 'standard'), ('standard', 'awar'), ('awar', 'servic'), ('servic', 'fee')]","[('realli', 'amaz', 'hard'), ('amaz', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'locat'), ('cafe', 'locat', 'time'), ('locat', 'time', 'squar'), ('time', 'squar', 'one'), ('squar', 'one', 'realli'), ('one', 'realli', 'pack'), ('realli', 'pack', 'rare'), ('pack', 'rare', 'item'), ('rare', 'item', 'elvi'), ('item', 'elvi', 'beatl'), ('elvi', 'beatl', 'food'), ('beatl', 'food', 'servic'), ('food', 'servic', 'live'), ('servic', 'live', 'great'), ('live', 'great', 'rock'), ('great', 'rock', 'standard'), ('rock', 'standard', 'awar'), ('standard', 'awar', 'servic'), ('awar', 'servic', 'fee')]",Postive
535,rock artifact music video fun food servic good right heart time sq good stop,"['rock', 'artifact', 'music', 'video', 'fun', 'food', 'servic', 'good', 'right', 'heart', 'time', 'sq', 'good', 'stop']","['rock', 'artifact', 'music', 'video', 'fun', 'food', 'servic', 'good', 'right', 'heart', 'time', 'sq', 'good', 'stop']",0.4964285714285714,0.9022,"[('rock', 'artifact'), ('artifact', 'music'), ('music', 'video'), ('video', 'fun'), ('fun', 'food'), ('food', 'servic'), ('servic', 'good'), ('good', 'right'), ('right', 'heart'), ('heart', 'time'), ('time', 'sq'), ('sq', 'good'), ('good', 'stop')]","[('rock', 'artifact', 'music'), ('artifact', 'music', 'video'), ('music', 'video', 'fun'), ('video', 'fun', 'food'), ('fun', 'food', 'servic'), ('food', 'servic', 'good'), ('servic', 'good', 'right'), ('good', 'right', 'heart'), ('right', 'heart', 'time'), ('heart', 'time', 'sq'), ('time', 'sq', 'good'), ('sq', 'good', 'stop')]",Postive
536,new york week leav without visit hard rock cafe us wait around minut tabl worth wait love food brilliant servic must visit,"['new', 'york', 'week', 'leav', 'without', 'visit', 'hard', 'rock', 'cafe', 'us', 'wait', 'around', 'minut', 'tabl', 'worth', 'wait', 'love', 'food', 'brilliant', 'servic', 'must', 'visit']","['new', 'york', 'week', 'leav', 'without', 'visit', 'hard', 'rock', 'cafe', 'us', 'wait', 'around', 'minut', 'tabl', 'worth', 'wait', 'love', 'food', 'brilliant', 'servic', 'must', 'visit']",0.30893939393939396,0.8806,"[('new', 'york'), ('york', 'week'), ('week', 'leav'), ('leav', 'without'), ('without', 'visit'), ('visit', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'us'), ('us', 'wait'), ('wait', 'around'), ('around', 'minut'), ('minut', 'tabl'), ('tabl', 'worth'), ('worth', 'wait'), ('wait', 'love'), ('love', 'food'), ('food', 'brilliant'), ('brilliant', 'servic'), ('servic', 'must'), ('must', 'visit')]","[('new', 'york', 'week'), ('york', 'week', 'leav'), ('week', 'leav', 'without'), ('leav', 'without', 'visit'), ('without', 'visit', 'hard'), ('visit', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'us'), ('cafe', 'us', 'wait'), ('us', 'wait', 'around'), ('wait', 'around', 'minut'), ('around', 'minut', 'tabl'), ('minut', 'tabl', 'worth'), ('tabl', 'worth', 'wait'), ('worth', 'wait', 'love'), ('wait', 'love', 'food'), ('love', 'food', 'brilliant'), ('food', 'brilliant', 'servic'), ('brilliant', 'servic', 'must'), ('servic', 'must', 'visit')]",Postive
537,great foodand fast servic enjoy lot wait crowd place servic fast,"['great', 'foodand', 'fast', 'servic', 'enjoy', 'lot', 'wait', 'crowd', 'place', 'servic', 'fast']","['great', 'foodand', 'fast', 'servic', 'enjoy', 'lot', 'wait', 'crowd', 'place', 'servic', 'fast']",0.39999999999999997,0.8074,"[('great', 'foodand'), ('foodand', 'fast'), ('fast', 'servic'), ('servic', 'enjoy'), ('enjoy', 'lot'), ('lot', 'wait'), ('wait', 'crowd'), ('crowd', 'place'), ('place', 'servic'), ('servic', 'fast')]","[('great', 'foodand', 'fast'), ('foodand', 'fast', 'servic'), ('fast', 'servic', 'enjoy'), ('servic', 'enjoy', 'lot'), ('enjoy', 'lot', 'wait'), ('lot', 'wait', 'crowd'), ('wait', 'crowd', 'place'), ('crowd', 'place', 'servic'), ('place', 'servic', 'fast')]",Postive
538,matter hard rock go alway great food fast servic want wait tabl go websit request one faster way seat,"['matter', 'hard', 'rock', 'go', 'alway', 'great', 'food', 'fast', 'servic', 'want', 'wait', 'tabl', 'go', 'websit', 'request', 'one', 'faster', 'way', 'seat']","['matter', 'hard', 'rock', 'go', 'alway', 'great', 'food', 'fast', 'servic', 'want', 'wait', 'tabl', 'go', 'websit', 'request', 'one', 'fast', 'way', 'seat']",0.23611111111111108,0.6249,"[('matter', 'hard'), ('hard', 'rock'), ('rock', 'go'), ('go', 'alway'), ('alway', 'great'), ('great', 'food'), ('food', 'fast'), ('fast', 'servic'), ('servic', 'want'), ('want', 'wait'), ('wait', 'tabl'), ('tabl', 'go'), ('go', 'websit'), ('websit', 'request'), ('request', 'one'), ('one', 'fast'), ('fast', 'way'), ('way', 'seat')]","[('matter', 'hard', 'rock'), ('hard', 'rock', 'go'), ('rock', 'go', 'alway'), ('go', 'alway', 'great'), ('alway', 'great', 'food'), ('great', 'food', 'fast'), ('food', 'fast', 'servic'), ('fast', 'servic', 'want'), ('servic', 'want', 'wait'), ('want', 'wait', 'tabl'), ('wait', 'tabl', 'go'), ('tabl', 'go', 'websit'), ('go', 'websit', 'request'), ('websit', 'request', 'one'), ('request', 'one', 'fast'), ('one', 'fast', 'way'), ('fast', 'way', 'seat')]",Postive
539,hard rock time squar still one favourit food great servic fantast realli good place soak atmospher hustl bustl time squar must visit new york,"['hard', 'rock', 'time', 'squar', 'still', 'one', 'favourit', 'food', 'great', 'servic', 'fantast', 'realli', 'good', 'place', 'soak', 'atmospher', 'hustl', 'bustl', 'time', 'squar', 'must', 'visit', 'new', 'york']","['hard', 'rock', 'time', 'squar', 'still', 'one', 'favourit', 'food', 'great', 'servic', 'fantast', 'realli', 'good', 'place', 'soak', 'atmospher', 'hustl', 'bustl', 'time', 'squar', 'must', 'visit', 'new', 'york']",0.33617424242424243,0.765,"[('hard', 'rock'), ('rock', 'time'), ('time', 'squar'), ('squar', 'still'), ('still', 'one'), ('one', 'favourit'), ('favourit', 'food'), ('food', 'great'), ('great', 'servic'), ('servic', 'fantast'), ('fantast', 'realli'), ('realli', 'good'), ('good', 'place'), ('place', 'soak'), ('soak', 'atmospher'), ('atmospher', 'hustl'), ('hustl', 'bustl'), ('bustl', 'time'), ('time', 'squar'), ('squar', 'must'), ('must', 'visit'), ('visit', 'new'), ('new', 'york')]","[('hard', 'rock', 'time'), ('rock', 'time', 'squar'), ('time', 'squar', 'still'), ('squar', 'still', 'one'), ('still', 'one', 'favourit'), ('one', 'favourit', 'food'), ('favourit', 'food', 'great'), ('food', 'great', 'servic'), ('great', 'servic', 'fantast'), ('servic', 'fantast', 'realli'), ('fantast', 'realli', 'good'), ('realli', 'good', 'place'), ('good', 'place', 'soak'), ('place', 'soak', 'atmospher'), ('soak', 'atmospher', 'hustl'), ('atmospher', 'hustl', 'bustl'), ('hustl', 'bustl', 'time'), ('bustl', 'time', 'squar'), ('time', 'squar', 'must'), ('squar', 'must', 'visit'), ('must', 'visit', 'new'), ('visit', 'new', 'york')]",Postive
540,food realli good emili waitress love welcom great atmospher good experi,"['food', 'realli', 'good', 'emili', 'waitress', 'love', 'welcom', 'great', 'atmospher', 'good', 'experi']","['food', 'realli', 'good', 'emili', 'waitress', 'love', 'welcom', 'great', 'atmospher', 'good', 'experi']",0.675,0.9337,"[('food', 'realli'), ('realli', 'good'), ('good', 'emili'), ('emili', 'waitress'), ('waitress', 'love'), ('love', 'welcom'), ('welcom', 'great'), ('great', 'atmospher'), ('atmospher', 'good'), ('good', 'experi')]","[('food', 'realli', 'good'), ('realli', 'good', 'emili'), ('good', 'emili', 'waitress'), ('emili', 'waitress', 'love'), ('waitress', 'love', 'welcom'), ('love', 'welcom', 'great'), ('welcom', 'great', 'atmospher'), ('great', 'atmospher', 'good'), ('atmospher', 'good', 'experi')]",Postive
541,staff help friendli music loud hold convers dinner food good staff attent must visit new york citi,"['staff', 'help', 'friendli', 'music', 'loud', 'hold', 'convers', 'dinner', 'food', 'good', 'staff', 'attent', 'must', 'visit', 'new', 'york', 'citi']","['staff', 'help', 'friendli', 'music', 'loud', 'hold', 'convers', 'dinner', 'food', 'good', 'staff', 'attent', 'must', 'visit', 'new', 'york', 'citi']",0.3121212121212121,0.6808,"[('staff', 'help'), ('help', 'friendli'), ('friendli', 'music'), ('music', 'loud'), ('loud', 'hold'), ('hold', 'convers'), ('convers', 'dinner'), ('dinner', 'food'), ('food', 'good'), ('good', 'staff'), ('staff', 'attent'), ('attent', 'must'), ('must', 'visit'), ('visit', 'new'), ('new', 'york'), ('york', 'citi')]","[('staff', 'help', 'friendli'), ('help', 'friendli', 'music'), ('friendli', 'music', 'loud'), ('music', 'loud', 'hold'), ('loud', 'hold', 'convers'), ('hold', 'convers', 'dinner'), ('convers', 'dinner', 'food'), ('dinner', 'food', 'good'), ('food', 'good', 'staff'), ('good', 'staff', 'attent'), ('staff', 'attent', 'must'), ('attent', 'must', 'visit'), ('must', 'visit', 'new'), ('visit', 'new', 'york'), ('new', 'york', 'citi')]",Postive
542,hard rock cafe nyc june bacon hamburg platter delici listen great music cool atmospher even got meet manag offer us free cheesecak way go,"['hard', 'rock', 'cafe', 'nyc', 'june', 'bacon', 'hamburg', 'platter', 'delici', 'listen', 'great', 'music', 'cool', 'atmospher', 'even', 'got', 'meet', 'manag', 'offer', 'us', 'free', 'cheesecak', 'way', 'go']","['hard', 'rock', 'cafe', 'nyc', 'june', 'bacon', 'hamburg', 'platter', 'delici', 'listen', 'great', 'music', 'cool', 'atmospher', 'even', 'get', 'meet', 'manag', 'offer', 'us', 'free', 'cheesecak', 'way', 'go']",0.3145833333333333,0.8519,"[('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'nyc'), ('nyc', 'june'), ('june', 'bacon'), ('bacon', 'hamburg'), ('hamburg', 'platter'), ('platter', 'delici'), ('delici', 'listen'), ('listen', 'great'), ('great', 'music'), ('music', 'cool'), ('cool', 'atmospher'), ('atmospher', 'even'), ('even', 'get'), ('get', 'meet'), ('meet', 'manag'), ('manag', 'offer'), ('offer', 'us'), ('us', 'free'), ('free', 'cheesecak'), ('cheesecak', 'way'), ('way', 'go')]","[('hard', 'rock', 'cafe'), ('rock', 'cafe', 'nyc'), ('cafe', 'nyc', 'june'), ('nyc', 'june', 'bacon'), ('june', 'bacon', 'hamburg'), ('bacon', 'hamburg', 'platter'), ('hamburg', 'platter', 'delici'), ('platter', 'delici', 'listen'), ('delici', 'listen', 'great'), ('listen', 'great', 'music'), ('great', 'music', 'cool'), ('music', 'cool', 'atmospher'), ('cool', 'atmospher', 'even'), ('atmospher', 'even', 'get'), ('even', 'get', 'meet'), ('get', 'meet', 'manag'), ('meet', 'manag', 'offer'), ('manag', 'offer', 'us'), ('offer', 'us', 'free'), ('us', 'free', 'cheesecak'), ('free', 'cheesecak', 'way'), ('cheesecak', 'way', 'go')]",Postive
543,visit new york citi opportun go eat someth hard rock cafe nice one,"['visit', 'new', 'york', 'citi', 'opportun', 'go', 'eat', 'someth', 'hard', 'rock', 'cafe', 'nice', 'one']","['visit', 'new', 'york', 'citi', 'opportun', 'go', 'eat', 'someth', 'hard', 'rock', 'cafe', 'nice', 'one']",0.14823232323232322,0.34,"[('visit', 'new'), ('new', 'york'), ('york', 'citi'), ('citi', 'opportun'), ('opportun', 'go'), ('go', 'eat'), ('eat', 'someth'), ('someth', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'nice'), ('nice', 'one')]","[('visit', 'new', 'york'), ('new', 'york', 'citi'), ('york', 'citi', 'opportun'), ('citi', 'opportun', 'go'), ('opportun', 'go', 'eat'), ('go', 'eat', 'someth'), ('eat', 'someth', 'hard'), ('someth', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'nice'), ('cafe', 'nice', 'one')]",Postive
544,came friend first arriv citi friend food arriv quickli tasti great locat atmospher make sure come next visit new york,"['came', 'friend', 'first', 'arriv', 'citi', 'friend', 'food', 'arriv', 'quickli', 'tasti', 'great', 'locat', 'atmospher', 'make', 'sure', 'come', 'next', 'visit', 'new', 'york']","['come', 'friend', 'first', 'arriv', 'citi', 'friend', 'food', 'arriv', 'quickli', 'tasti', 'great', 'locat', 'atmospher', 'make', 'sure', 'come', 'next', 'visit', 'new', 'york']",0.3372727272727273,0.9153,"[('come', 'friend'), ('friend', 'first'), ('first', 'arriv'), ('arriv', 'citi'), ('citi', 'friend'), ('friend', 'food'), ('food', 'arriv'), ('arriv', 'quickli'), ('quickli', 'tasti'), ('tasti', 'great'), ('great', 'locat'), ('locat', 'atmospher'), ('atmospher', 'make'), ('make', 'sure'), ('sure', 'come'), ('come', 'next'), ('next', 'visit'), ('visit', 'new'), ('new', 'york')]","[('come', 'friend', 'first'), ('friend', 'first', 'arriv'), ('first', 'arriv', 'citi'), ('arriv', 'citi', 'friend'), ('citi', 'friend', 'food'), ('friend', 'food', 'arriv'), ('food', 'arriv', 'quickli'), ('arriv', 'quickli', 'tasti'), ('quickli', 'tasti', 'great'), ('tasti', 'great', 'locat'), ('great', 'locat', 'atmospher'), ('locat', 'atmospher', 'make'), ('atmospher', 'make', 'sure'), ('make', 'sure', 'come'), ('sure', 'come', 'next'), ('come', 'next', 'visit'), ('next', 'visit', 'new'), ('visit', 'new', 'york')]",Postive
545,time squar noth go wrong alcohol music servic okay food mark want onion ring idea could mess,"['time', 'squar', 'noth', 'go', 'wrong', 'alcohol', 'music', 'servic', 'okay', 'food', 'mark', 'want', 'onion', 'ring', 'idea', 'could', 'mess']","['time', 'squar', 'noth', 'go', 'wrong', 'alcohol', 'music', 'servic', 'okay', 'food', 'mark', 'want', 'onion', 'ring', 'idea', 'could', 'mess']",-0.05833333333333333,-0.5267,"[('time', 'squar'), ('squar', 'noth'), ('noth', 'go'), ('go', 'wrong'), ('wrong', 'alcohol'), ('alcohol', 'music'), ('music', 'servic'), ('servic', 'okay'), ('okay', 'food'), ('food', 'mark'), ('mark', 'want'), ('want', 'onion'), ('onion', 'ring'), ('ring', 'idea'), ('idea', 'could'), ('could', 'mess')]","[('time', 'squar', 'noth'), ('squar', 'noth', 'go'), ('noth', 'go', 'wrong'), ('go', 'wrong', 'alcohol'), ('wrong', 'alcohol', 'music'), ('alcohol', 'music', 'servic'), ('music', 'servic', 'okay'), ('servic', 'okay', 'food'), ('okay', 'food', 'mark'), ('food', 'mark', 'want'), ('mark', 'want', 'onion'), ('want', 'onion', 'ring'), ('onion', 'ring', 'idea'), ('ring', 'idea', 'could'), ('idea', 'could', 'mess')]",Negative
546,good food good servic like hard rock cafe world portion good burger cook order fault,"['good', 'food', 'good', 'servic', 'like', 'hard', 'rock', 'cafe', 'world', 'portion', 'good', 'burger', 'cook', 'order', 'fault']","['good', 'food', 'good', 'servic', 'like', 'hard', 'rock', 'cafe', 'world', 'portion', 'good', 'burger', 'cook', 'order', 'fault']",0.4520833333333333,0.7964,"[('good', 'food'), ('food', 'good'), ('good', 'servic'), ('servic', 'like'), ('like', 'hard'), ('hard', 'rock'), ('rock', 'cafe'), ('cafe', 'world'), ('world', 'portion'), ('portion', 'good'), ('good', 'burger'), ('burger', 'cook'), ('cook', 'order'), ('order', 'fault')]","[('good', 'food', 'good'), ('food', 'good', 'servic'), ('good', 'servic', 'like'), ('servic', 'like', 'hard'), ('like', 'hard', 'rock'), ('hard', 'rock', 'cafe'), ('rock', 'cafe', 'world'), ('cafe', 'world', 'portion'), ('world', 'portion', 'good'), ('portion', 'good', 'burger'), ('good', 'burger', 'cook'), ('burger', 'cook', 'order'), ('cook', 'order', 'fault')]",Postive
547,went rel cozi litl bit loudi place fun like appet meal also rememb good servic decor cafe,"['went', 'rel', 'cozi', 'litl', 'bit', 'loudi', 'place', 'fun', 'like', 'appet', 'meal', 'also', 'rememb', 'good', 'servic', 'decor', 'cafe']","['go', 'rel', 'cozi', 'litl', 'bit', 'loudi', 'place', 'fun', 'like', 'appet', 'meal', 'also', 'rememb', 'good', 'servic', 'decor', 'cafe']",0.5,0.8271,"[('go', 'rel'), ('rel', 'cozi'), ('cozi', 'litl'), ('litl', 'bit'), ('bit', 'loudi'), ('loudi', 'place'), ('place', 'fun'), ('fun', 'like'), ('like', 'appet'), ('appet', 'meal'), ('meal', 'also'), ('also', 'rememb'), ('rememb', 'good'), ('good', 'servic'), ('servic', 'decor'), ('decor', 'cafe')]","[('go', 'rel', 'cozi'), ('rel', 'cozi', 'litl'), ('cozi', 'litl', 'bit'), ('litl', 'bit', 'loudi'), ('bit', 'loudi', 'place'), ('loudi', 'place', 'fun'), ('place', 'fun', 'like'), ('fun', 'like', 'appet'), ('like', 'appet', 'meal'), ('appet', 'meal', 'also'), ('meal', 'also', 'rememb'), ('also', 'rememb', 'good'), ('rememb', 'good', 'servic'), ('good', 'servic', 'decor'), ('servic', 'decor', 'cafe')]",Postive
