,Date,Rating,Title,Review
615,8 June 2016,40,Great Place for a Meal before or after Theater,"Typical Hard Rock Café. Standard burgers. Large portions. Great place for a meal before or after the theater. Centrally located right in Times Square. A bit noisy because it is always busy, but a very reliable choice for a meal in NYC."
616,8 June 2016,50,Nice food and good service.,Visited early evening and got a table straight away. Great service and food was good quality. Not that expensive to say that it's on Times Square.
617,6 June 2016,50,Nice experience,Food was great and reasonably priced for NYC. We got to watch a live auction while we ate which I thought was pretty cool. Service was friendly and well mannered. I would definitely go back :)
618,6 June 2016,40,Great food and atmosphere,We booked a table for Sunday night. Was very busy but good service and good quality food. Great atmosphere
619,5 June 2016,40,Good for times square,"So to be clear, nothing to write home about but a good place to go - not a dinner place but lunch is perfect. The staff know the menu and are very attentive. Price was it is very reasonable for Nyc especially times square"
620,2 June 2016,50,HARD ROCK FOOD,"I Had a burger and my wife had steak, the food was really good, the steak cooked to perfection. The service was excellent and the waitress was very friendly."
621,2 June 2016,50,Hard Rock @ Times Square,"Good place to eat and shop. Not too expensive, prices comparable to other major cities. Personnel at restaurant and store friendly."
622,1 June 2016,40,Made a great first impression on us,This was our first meal in NY with a group of 11- our waitress was very accommodating with multiple checks and split meals. Food was delicious.
623,30 May 2016,50,Fantastic,"Well located and spacious inside. The drinks, service and food are all excellent. Highly recommended."
624,29 May 2016,40,Time square,Very nice hard rock cafe located on the famous time square. Very crowdy. Very friendly staff although its always full due to the location.
625,24 May 2016,50,Lunch Break,"Our meal was really tasty served up hot and no long wait. Our waitress was helpful, interested and efficient. The atmosphere was great as was cleanliness of the restaurant and the rest rooms."
626,23 May 2016,30,Meh..,"Just okay.. Because we booket AS a group, we got a limited menu with just a few courses to choose from... The food was boring, but the waiters was smiling and serviceminded."
627,23 May 2016,40,Good Place For Music Junkees,Our group of seventy enjoyed a delicious breakfast here though it is not normally opened for breakfast. I enjoyed looking at the typical Hard Rock decor and setting. Waitstaff were fine.
628,19 May 2016,50,New York strip steak......delicious,"Where better to eat a New York strip steak and listen to good music on your 60th birthday than in the Hard Rock Cafe in Times Square? Great food, great service, but strangely quiet and few people dining."
629,19 May 2016,40,Good Mac and cheese!,Recommend this place highly - do a great Mac and cheese and the service was very good. Make sure you try the onion rings - they are pretty amazing. Definitely worth a visit.
630,18 May 2016,30,Only if you are a huge fan,"I travel with a friend that collects Hard Rock memorabilia. It is always fun to look at the displays. However, it is priced too high and not worth my $$."
631,18 May 2016,20,Disappointing,"Very disappointing visit to HRC. Food was lukewarm and the same burger cost $4 more than the Philadelphia restaurant. Service was poor, no atmosphere and even the music was mediocre. We always got to HRC on city breaks but we won't be going back."
632,18 May 2016,40,Tame Hard Rock,"The food was typical Hard Rock Cafe style, so enough said. We were disappointed with the music aspect; very low key rock and not much audience participation."
633,13 May 2016,40,Great Burger!,"The hamburger I had was huge. The gift shop, the rock memorabilia and the music made it a cool experience."
634,13 May 2016,40,Great atmosphere and great food,We spent an enjoyable evening here and enjoyed some great music and an electric atmosphere. Fantastic selection of food and drinks. Staff were great and we had a great evening. Food was reasonably priced too and generous portions.
635,11 May 2016,40,"Very atmospheric, noisy but super staff","We managed to be seated quite quickly for an early dinner. Very helpful waitress who managed to get one of our meals, with underdone steak recooked. Food was hot and tasty and well presented. Would go again when near Times Square."
636,10 May 2016,30,a must visit,I always visit a Hard Rock store just so I can expand my t shirt collection. Slightly disappointing as not very big and not such a good variety of tshirts avaialble
637,9 May 2016,30,Maybe too much going on,Sat at the bar. The bartender was pleasant enough but it took a while to get his attention. Decided to split a burger. The burger was well prepared but the fries were soggy. The place is massive but the experience should not be subpar.
638,8 May 2016,30,Familydinner,"This is place to visit and to have a good dinner with friends or family, i can recomend Hard Rocks BBQ baby back ribs, these are so good."
639,8 May 2016,50,Great Atmosphere and Rock relics,"I really enjoyed it. It had great atmosphere and Rock relics. Staff was incredibly friendly and helpful. Food was good, what you would expect from the franchize. They served also breakfast and it is a good deal. 20 USD for a very good breakfast."
640,6 May 2016,50,rocknroll,"ıt was great time for me. first the building is so nice and music, workers, decoration and everthing is okay. you want to spend much money because there are so many things to buy inside. you should visit indeed!"
641,6 May 2016,50,Hard rock reigns supreme,"Not much to say about the hard rock, as most have equally fantastic staff and food,if you like your music and beer you have to visit. Food is always high quality and beer always cold. Staff friendly,knowledgeable and chatty."
642,5 May 2016,30,"OK, fun atmosphere","We were in Times Square and needed a break, so we decided to eat here. Service was okay, food was okay but way over priced. Fun atmosphere. My kids loved it: ages 11-14."
643,3 May 2016,50,"Good music, cool ambience and american food","The Hard Rock Cafe is a must go to music lovers, in New York is a great spot to have a meal or drink a cocktail for everyone! Located on Times Square, the restaurant has a great ambience!"
644,3 May 2016,50,Delicious,"This is by far one of the best restaurants in Manhattan. The staff is courteous, kind and quick. The food is outstanding and a great place to eat while visiting times square nyc"
645,2 May 2016,50,OK,Went to a show. No room to sit. Too many people in a very small place. Service was good. Food was okay.
646,1 May 2016,50,"Excellent food, fun atmosphere",My husband and I enjoyed the food and the ambiance. We enjoyed a leisurely lunch before the matinee. Service was attentive.
647,30 April 2016,40,great junk food,"If you love music, à special wolrdwide known place, then you have to go thère. The foot is great and thé atmosphère spécial. Only downquote : The music is way to loud and thé service is slow. for thé rest, spécial place to see!"
648,30 April 2016,50,Its always awesome!!!,"Hard rock cafe of new York city times square is great... Located at best place of times square, superb music, awesome food... And yeah YMCA is superb!!!"
649,29 April 2016,50,could be better,the place was good but the service was poor they were very slow and clumsy i thik they should be more active
650,29 April 2016,50,A landmark,A great place to party especially if you are traveling with kids. Good music & good food. Fantastic location - can get very busy and average wait time could be any where between 10 to 30 minutes.
651,26 April 2016,40,Nice Place to drink or eat something,"Hard Rock Restaurant is in many cities in The USA like New York, Hollywood Fl, Miami Fl, Orlando Fl, etc. They offer American Food and some pieces of museum like guitars or famous singer clothes in exposition."
652,25 April 2016,50,Best burger in town !,We all wanted a burger on our visit and were not disappointed - quick service great place and gratuity optional ! Highly recommended
653,25 April 2016,50,Great place to eat and drink.,The 7 of us girls went here for dinner and a couple of drinks and great music. It was relaxing and great service. The Food was great and so was the drinks. 2006
654,25 April 2016,20,slow service/below average food,"Service was so slow and the food was only average. and over priced By sharing your experiences, you're helping travelers make better choices and plan their dream trips. Thank you!"
655,24 April 2016,30,Average,Food was good and service was mediocre. Drinks were awful. Probably wouldn't return. There are way too many places better nearby.
656,23 April 2016,30,Breakfast buffet was average,"Not the best food selection or quality, but got us out of the rain, with no queues, in fact nearly empty! But quite good price considering."
657,22 April 2016,30,Price too high. Food poor,Was there for Lunch. You pay for the name. We had to wait a long time for our food and the atmosphere isn't that good. But it is worth to give a try
658,19 April 2016,50,Great food and atmosphere,The food and our server was excellent. The memorabilia all throughout the cafe was awesome. Enjoyed the food and the historical items encased all around.
659,17 April 2016,30,Average overpriced but good location a day service,It's a good place as its conveniently located in times square Broadway area. Over priced as expected with the name but the food was pretty good and as busy as the place was the service was fast and efficient
660,17 April 2016,40,Tried and Tested,"The Hard Rock Cafe are what they are. tried and tested same menu wherever you go, no problems the staff were cheerful and very helpful as always just what you expect"
661,15 April 2016,50,Best Hard Rock Cafe to visit!!,"This is the best Hard Rock Café location I've every been to. Large HRC store, museum and PLENTY of seating and atmosphere!! Wait staff, David made our dinning experience enjoyable and he even offered some interesting points about what to see on that particular day."
662,11 April 2016,30,Typical Hard Rock Cafe,"Had dinner here on our last full day in New York, Good service and usual HardRock Cafe food. We had steak. We have had better at their restartants but it was generally edible."
663,9 April 2016,50,Decent,As ever...Great Experience. Joseph our waiter was very good...always a smile and very chatty to say he was rushed off his feet. Food was as normal...very nice...said our waiting time was 45 mins...we were sat down within 15 mins so all was good.
664,7 April 2016,20,Not Very Good,To be honest i really disliked this restaurant. They didn't have great food like others and it just wasn't very great food.
665,7 April 2016,40,Rock in' out at the Hard Rock,"The food was good, the service was good and the atmosphere was strictly ""Hard Rock"". The prices were good for NYC."
666,7 April 2016,50,Good american food and good ambience,"Always full and keeping qualityt os a woth place to eat if you are looking for music and a bit of party. Friendly Service, good food, drinks and music $$$"
667,5 April 2016,30,Tourist trap,"This place is big, but don't expect too see many locals here. The title says it all; the chain has outlets in a number of cities. Nothing well prepared or gourmet about the food, but the portions are substantial & that's good for sharing."
668,4 April 2016,50,Always great to visit,As it says it's a Rock cafe and with buzzing tunes blasting out with video screens and fantastic staff this is a great place eat and drink in New Yorks Times Square.
669,3 April 2016,40,Reward Visit,It was very busy and the menu doesn't have a lot of options. We spent about 3 hours there. I needed to use up my reward points. Nothing exciting about the visit
670,3 April 2016,50,Good lunch!,Folk's we decided to stop by and have some burgers and cold beer and this is place is very nice. The staff was very professional and polite and the food and drinks were great. I will stop again on my next trip here to NYC.
671,2 April 2016,30,The same,When you go to one you have seen them all. Collecting drum sticks is the reason I go. The whole concept is outdated. Time for new things. Predictable in food and entertainment. But ok. Disneyland for musiclovers from the past.
672,2 April 2016,40,Meal card gave great value,"We had prepaid a meal and knoew our cjhoices, our server was very good and the food came quickly and the burgers were really good. You could have free soft drink refills."
673,2 April 2016,50,Great place,"Great food, great staff, great service, book in advance, enjoy the music and the atmosphere. Well worth the visit. My wife had her 40th birthday there and they bent over backwards to give her a great birthday. Huge thanks to them."
674,1 April 2016,50,Day 3,Loved this place I could have stayed in hear for the rest of the day but daughter wouldn't let me. Lots of memorabilia to look at cocktails and food were good very relaxing
675,30 March 2016,40,Extra-cool,"I always remember it with a smile. Excellent food, good music, greatful atmosphere, waitresses always funny and careful about the clients!"
676,28 March 2016,20,Way Overpriced! Food so so,"If you wanna drop $130 for lunch, then this is the place! This place is way overpriced and the food is below average to average. Flip side is, servers are super nice"
677,28 March 2016,40,Busy,Very busy but plenty of memorabilia to look at while your waiting. If you are looking for some where quiet and don't like loud music this is not the place for you.
678,24 March 2016,30,Portions too small!,The food quality was quite good but the portion size was a bit too small for my liking and they also got my order wrong. The theming was good and it carried through the whole restaurant.
679,20 March 2016,40,Give it a go,"Very busy place get there before 6 pm if u don't want to wait. Big meals not to expensive and drinks reasonable,food good choice and good quality ."
680,20 March 2016,50,Nice dinner. Lively atmosphere.,"Nice dinner, lively atmosphere, everything you'd expect from a hard rock cafe, yes it was busy but we never felt rushed, good service and food was well presented. Crushed berry cocktail is recommended is you want a refreshing drink."
681,19 March 2016,30,What You Expect From Hard Rock,"The food at this location is like everything else ""New York""... Expensive!! The menu and loud, rock atmosphere is much like what you expect at any Hard Rock Cafe. I try to visit them everywhere we travel, but they are predictable."
682,19 March 2016,20,"Food was predictable, and service wasn't great",Same food as other locations but predictable and good for families. Our server wasn't at all on top of our needs. Mains were served before we were doe with our appetizers. Drinks were gone and we had to ask the manager about getting more.
683,18 March 2016,10,Horrendous service and attitude at host stand,"Terrible experience, went in at midnight, host said closed people dining, asked if open till 1am as advertised and posted, she said they are still closed. Will never go to Hard Rock again."
684,15 March 2016,40,Its Hard Rock,"I Like Hard rock cafe, but must admit new york's restaurant is a bit crowded, with long lines. But it is hard Rock, and its always an excellente place to share with friends and to drink Large margueritas!"
685,14 March 2016,40,Always good Cocktails!,Stopped for a quick lunch and drink. Excellent Nachos as always! Cocktails a little disappointing on this occasion.
686,13 March 2016,30,Not the best Hard Rock,The waiting staff were really good however the food was pretty average. The ribs didn't have a lot of meat on them. Drinks were pretty good. Couldn't beat the location and decor.
687,13 March 2016,40,Great!,This is another must do in NYC - such a large venue and a great atmosphere. The food is 'ok'. A bit mass produced and bland but I guess you shouldn't expect everything from this place. Great for families and couples.
688,10 March 2016,40,First food stop,We enjoyed our meal here. The restaurant was clean and employees professional and courteous. If you have been to a Hard Rock anywhere else then this one is no different. The food was very good. And prepared as we ordered. No complaints. Would go again.
689,9 March 2016,30,Average food,I am sure this restaurant can serve better meals that I've got. And actually the atmosphere is not bad at all. But my hamburger felt a but synthetic.
690,8 March 2016,40,A must stop,"Very consistent for the quality of the service, food and drink. One of the best HRC for sure. Nicely decorated. Never come to NYC without stopping there for a drink or a meal!"
691,7 March 2016,30,Good standby,Place was busy but service was quick and friendly. Typical chain food restaurant. Cool memorabilia though.
692,4 March 2016,50,I love HRC!,I love the Hard Rock Cafe! Burgers were great. Service was perfect--very friendly and attentive! Always fun.
693,3 March 2016,40,Great food !,"Quick service,great food,polite and friendly staff. Very dark inside this restaurant which made it just a little depressing, music in here is really loud too so it's not really a place I'd take elderly people to, however the food was very good !"
694,3 March 2016,30,Not worth the money,"With a typical Hard Rock Cafe atmosphere, the service is not great and the food doesn't have the expected quality. The hamburger was dry."
695,29 February 2016,40,it's a must do for Rock fans,"when you are in New York and you are a rock fan, you have to visit the Hardrock Cafe. There is always a waiting line, but the food is good and also the drinks. and finally you have to buy the newest Hardrock T-shirts ;-)"
696,27 February 2016,40,A good chain restaurant,Having visited many Hard Rocks this one was not a lot different from the other. Like all the others I have visited the service is good and food very nice. This restaurant is in Times Square so can get very busy.
697,27 February 2016,30,Good nachos and drinks .,Good Nachos and drinks .Cool atmosphere too . Very busy all the time . Service was not great but not poor either .
698,24 February 2016,30,Evening meal,"Quick service, reasonable priced for location. Cheesecake amazing. Food was good apart from no bbq sauce in my bbq burger?"
699,22 February 2016,50,Good service - as your would expect,"We visited as we have many other branches, good food, drink and service and pretty reasonable. A good safe bet for a bite to eat."
700,22 February 2016,40,Great food / great atmosphere,"The restaurant was very busy but after the edit it was worth it . Great music , great food and atmosphere . Best local themed restaurant ."
701,21 February 2016,40,Excellent experience for rock lovers,"Excellent experience for rock lovers. The food is good and you get the chance of seeing The New Creatures, Brian Jones' teardrop guitar, the original Abbey Road door and other memorabilia."
702,20 February 2016,30,Nothing Great,My teenage daughters and I walked in one freezing cold January night after taking a nighttime bus tour. It was cozy warm and the wait only about 20 minutes. The food was okay but nothing great. The staff was friendly enough.
703,20 February 2016,50,flatbread,"Stopped in for a quick appetizer, we shared a Margherita Flatbread f , it was so delicious. Service was great, not overpriced."
704,19 February 2016,50,Better than expected,Food was fantastic but portions are massive. Make sure when ordering desserts that you check whether it's for sharing or not! Service was great also.
705,17 February 2016,50,Consistently brilliant,"Came here with my husband and 2 friends. All of us had cocktails and food, both of which were amazing! The service was brilliant and I thoroughly enjoyed my time here! A must when in NYC"
706,17 February 2016,20,Overrated,This is a popular place for the very young teenage crowd. The wait time is a bit nuts especially for this type of restaurant!!!
707,17 February 2016,40,good food,"they have good food, burger, steak, fries, and some drinks. The one i dont like is the waiting. I understand the restaurant is in tourist place."
708,17 February 2016,10,if you like hair in your nachos,"extremely slow service , the food was good but we found a hair in our food !!! that usually ruins the show ."
709,16 February 2016,40,One of the better HRC,Late lunch with a 20 minute wait was OK. Our waiter Timothy did our order in his head and everything arrived as ordered after a short wait. It was great to leave a HRC without my ears bleeding - good style
710,14 February 2016,50,"GREAT LOCATION, HUGE PORTIONS, LOVELY STAFF","We popped in here for late lunch last Monday. Great atmosphere, lovely food, staff very friendly. Menu varied as you would expect, portion sizes HUGE."
711,13 February 2016,50,Wow,"The best burger I have EVER had. When they ask how you'd like it cooked you get an idea, but nothing prepares you. Insanely good!! Nom Nom"
712,12 February 2016,50,Can't go wrong with Hard Rock,"This is the most impressive Hard Rock restaurant in terms of size, staff, food and memorabilia. We always go to Hard Rock because you know you'll have a great meal with great atmosphere."
713,10 February 2016,50,The best Restaurant I have ever been to,Coming from New Zealand when I am lucky enough to visit New York I always ask if I can be taken to the Hard Rock Café for dinner. Being a huge music fan it really makes me so happy
714,9 February 2016,50,Memories of a lifetime,"The food, the ambiance, the music, the legacy.. well this place has everything of course. I enjoyed some fine drinks along with salmon, and will remember the good time forever.."
715,8 February 2016,40,Hard rock care Times square NYC,"Typical Hard Rock, decent food , good atmosphere, can get very busy but always found a bsr seat. Great location, bit pricey but it is Times Square."
716,8 February 2016,50,Good food,"would recommend, we loved our visit, staff friendly, great service, food amazing but big portions, we went about 6 o'clock but restaurant seemed to get busy about 7ish,very spacious, we would go again"
717,7 February 2016,30,It's the name,"Over the top. Friendly (too ....) staff, it is the name this place is populair. Food is not bad, but the magic (if it ever has been there) is gone, better spend your dollars in an other restaurant"
718,6 February 2016,30,Not what I expected,"We have never been before and was disappointed , felt very dark and no atmosphere. Maybe it's out of season or a bit early in the day, not sure. We had a coffee and left. The staff were very welcoming and friendly."
719,31 January 2016,40,Consistent,"Been to Hard Rock in USA, Canada and Europe. All pretty much the same. Times Square location is conveniently located in the middle of everything. If you are a fan of Hard Rock this location will not disappoint."
720,31 January 2016,50,Service great!,Allan rocks! We went in for drinks and appetizer! Allan was super friendly and gave us some great tips on seeing the city! Relaxed atmosphere!
721,30 January 2016,40,Can't go wrong with Hard Rock Cafe,"Really enjoyed the food as always! Cool venue in an old theatre. Food was good, service was friendly. Great location too."
722,29 January 2016,50,Gorgeous food,Went here 2nights ago for dinner. Atmosphere was brilliant and food was delicious would highly recommend here. Food not badly priced either and portions massive. Staff very friendly and helpful
723,21 January 2016,30,It was the only restaurant open,"which is hard to believe in Times Square. We were actually the last people to be able to order food. I just got a salad, it was ok. I wouldn't choose to eat here, but the staff was nice and we could eat!"
724,20 January 2016,40,Good food and service,"You pretty much know what you are going to get at hard rock, and we weren't disappointed! The ribs were lovely! Great service. Drinks a little pricey."
725,20 January 2016,50,If you like Hard Rock then this place is a MUST,I like this HRC very much. I have been here now the second time already. The food is really good (like all hard rock cafes) and the staff is great.
726,19 January 2016,50,"Hard Rock, LOVE IT !!!","This location has never let me down. The service, the food, the experience...all of it is just great. This Hard Rock is a must when in Times Square."
727,19 January 2016,50,Always a great time!,Our son loves the hard rock. Wherever we go we must stop at one. We have been coning to this one for years. He collects the guitar pins. The food is always good. The service is good and the drinks are always great!
728,18 January 2016,50,NYE at the HA\ard Rock,Got married on NYE in Times Square and had our Reception at the Hard Rock. We were treated like Rock Stars and couldn't have been more pleased to bring in the new year at this place!
729,17 January 2016,50,Nice restaurant downtown,"Great location at times square. Good food, fast service. Prices are a bit expensive but i guess that is all over Manhattan. Recommended!"
730,16 January 2016,40,Hard Rock,Was very much as expected very nice and great atmosphere Easy to find in Time Square and it is next to Bubba Gumps
731,14 January 2016,40,good value,burgers burgers and more burgers. oh and Natchos reasonable value for money but the same as any other hard rock cafe in the world
732,14 January 2016,30,Breakfast was tasty but it took AGES to arrive...,"Me and my boyfriend had breakfast here, I had French toast with bacon, he had some egg dish-the food was really enjoyable and it's a lovely venue, but we waited nearly 45 minutes after ordering to get the food. Pretty poor service."
733,12 January 2016,50,Delicious Hamburgers,"As all Hard Rock cafes the enviroment is awesome. Service was excellent. We tried a Strawerry lemonade that was delicious. Overoll we were very satisfied with our lunch,"
734,11 January 2016,30,Not the best but simple fare for tourists.,Went there after a late play for a burger. Burger was standard and nothing special but the fries were a little soggy. Typical price for NYC but better for a family as it is not above $$.
735,9 January 2016,50,Asked for ID lol,Had cocktails here on our first night. The girl who served us asked me for ID Made my holiday and I had just arrived. Pricey but that's fair enough
736,9 January 2016,10,Lunch,Did not enjoy food was not great Planet Hollywood was far better over priced for what it is Def will not return
737,9 January 2016,50,exciting night,"Good food. lovely atmosphere.. loud good music..quick service..live music ..very good singers....long queue..a wide menu with many specialties..meat, cheese, pizzas..international food and good drinks."
738,9 January 2016,40,What you expect from hard rock cafe,"My favourite Hard Rock Cafe from the many that I've been to. Situated in the middle of the Nathan of Times Square, the wait staff are very friendly and the food is quite decent."
739,8 January 2016,50,Fantastic atmosphere,Great food and large choice of drinks. Brilliant atmosphere. The staff were very friendly and gave amazing customer service. Will be back again.
740,8 January 2016,30,It's alright.,"I've never really seen the big deal with hard rock cafe personally. Its overpriced, completely targets tourists and isn't particularly great. This one did have a nice atmosphere to it though and service is fine, so I can't really complain in that respect."
741,7 January 2016,50,BREAKFAST!!,"the breakfast.... one word OMG!"" all you can eat and really good queality deffo worth a drop in to grab something to eat before a big day"
742,7 January 2016,50,Time Square Meal with music,"The bar is situated close Time Square, it serves nice food, great drinks and as usual in Hard Rock you are surrounded by a nice music."
743,6 January 2016,20,Poor breakfast,"Wen't there for breakfast. For 20 bucks you get slow service, a list of few dishes to choose from and best of all you get to rewards this bad experience with 18% automatic gratuity. First disappointing visit to Hard Rock Cafe."
744,6 January 2016,50,Excellent,"Lovely and enjoyable meal, true American food, cocktails were beautiful and our waitress was very nice and helpful! Enjoyed the photo when we first got there"
745,6 January 2016,40,Huge portions!,Service toke quite a while but it was worth the time. Food is really good and high quality. Portions are huge. Waiters are friendly. But the beer I got wasn't too good tho. Overall of 4/5 stars. Hard Rock Cafe is never disappointing 👍🏻
746,4 January 2016,40,good food with friendly service,family of four left feeling full. out the door under 100 dollars which we were very happy about. great location. Nice scenery and good music selection heard throughout our meal. would definitely return
747,3 January 2016,40,"Great location, busy restaurant","Got in at the right time and only had to wait 15 minutes for a table, waiter didn't seem over interested and we got our starters at the same time as our mains, but the food was really good!"
748,1 January 2016,50,Great food etc etc,"Had a great meal here a couple of days ago, lunch time, ribeye steak, cooked to perfection, good , fast service,you will not be disappointed here ."
749,31 December 2015,50,Night in the city,Dinner was very good and service was terrific. Atmosphere was lively and fun! Great for family and / or groups.
750,31 December 2015,40,Addicted,"I collect this guitar pins and have for 30 years, so it's a must stop. Food is always great and the staff in the shop is super helpful."
751,30 December 2015,30,Chain eating on the Square,The food is average. The wait staff is good at first but it is difficult to get a refill. You may only want to go to say you are at Hard Rock on Times Square.
752,30 December 2015,40,Noisy but nice friendly service,The noise prevented any conversation but the music and surrounding paraphernalia was entertaining. The food servings were massive and when we asked if smaller serves were available we were told that our request couldn't be accommodated. What a waste of food!
753,29 December 2015,30,Don't go without a reservation,Smaller menu than other HRC locations but of course pricier. I think about 20% more than the last time I went in September in Boston.
754,29 December 2015,30,Free with nyc passes,All I can say is iam glad it was free with our nyc passes . Very busy don't know what all the fuss is about food not great wouldn't go again disappointed really .
755,28 December 2015,40,"Great restaurant, very compatible to all other Hard Rocks","Good service received here as can be expected from the HRC. Price is very reasonable given the environment and you don't feel rushed to finish your meal and get out. Located right on Times Square it's easy to find, however booking is definitely required!"
756,28 December 2015,50,Very good!!,Very good restaurant!! very good service very good food the place is beatiful. Recommends to eat there
757,28 December 2015,40,A truly Hard Rock Cafe in all its extent!,"A truly Hard Rock Cafe in all its extent! Great atmosphere, people from all over the world, great staff. Just take into account it gets very crowded."
758,27 December 2015,40,"Great Food, friendly staff",Sat at the bar since it was a 30 min wait for the dining room. The bartender was extremely friendly and the food was good. A little pricy but expected for Times Square.
759,23 December 2015,30,What experience am I paying for?,"Everybody says you should go to Hard Rock for the experience. After a fairly long wait, mediocre food, and an overpriced souvenir shop, I'm still confused as to what experience I invested in."
760,23 December 2015,40,Pretty good,My husband and I ate here for drinks and lunch one day. The food was good and we tried 2 of their specialty cocktails. Both were good but neither were great. Pretty good place to grab a quick bite.
761,21 December 2015,50,Bargain breakfast!,"We stumbled upon this for breakfast one morning, and were happily surprised! For $17, you got a huge breakfast, beverage and tip included! Great food, and great service! Right next to Times Square!"
762,19 December 2015,20,breakfast overpriced,"over priced brekfast, manged to lure me in with wifi only to find out that it didnt work, the food was ok but really expensive for what you get but hey it is what it is"
763,18 December 2015,30,Average Food/Questionable Family Environment,"Food was average, server was energetic and friendly but the videos being shown on the screens were not for young eyes. Probably not a chain I will be rushing back to."
764,17 December 2015,50,"Great place, great food","Really enjoyed our meal, very reasonably priced and the atmosphere is fab. Servers really make the experience a memorable one. Book a table as soon as you can as it gets very very busy!"
765,16 December 2015,40,"Great surroundings, ok food","The restaurant is exactly how one would envisage- glamorous, great atmosphere, really cashing in on its USP. The food was good but pretty blah, nothing too special. Definitely had an all-American feel to this place. Probably wouldn't go again though, having been the once."
766,15 December 2015,40,Hard Rock NYC,"We went to Hard Rock for dinner. They said it would be 45 min. To an Hour wait, but it was only 20 min.. Our waitress was really great, and our food was really good."
767,15 December 2015,40,Steak is amazing,"OMG! The steak was so good i couldnt finish it all. My only suggestion would be to ask for the next up of how you have it cooked at home, i asked for medium but it was more rare."
768,15 December 2015,50,Amazing atmopshere as expected!,We stopped here for a few drinks and were able to sit at the bar. Loved the atmosphere and the service couldn't be faulted.
769,14 December 2015,30,The restaurant was neat but food was blaaaa,The restaurant was a meet place but the food and service were pretty terrible. They butchered my order and did not fix it.Very busy because of the location and name but your definitely treated like just a number.
770,11 December 2015,30,Abfest to pre book,"Very busy. Usual Hard Rock Cafe. It is what it is. Good fun, quick food. Nothing fancy. We just used it as a stop off on the way back to our hotel"
771,4 December 2015,50,Fantastic,"Me and my husband stopped here for an evening meal whilst on holiday in New York. We only waiting about 5 minutes for a table, service was great and the food was excellent it's worth a visit."
772,1 December 2015,50,Excellent,Had the original burger fantastic ! Staff were really helpful and the memorabilia is fantastic . Chocolate molten cake was excellent
773,30 November 2015,40,Great food and service,"No reservation on a very busy night but we managed to get a table for four. Waitress was very friendly and informative. Our drinks order came quick and food followed not long after that. Food was well presented, big portions and very tasty."
774,29 November 2015,30,very poor services,"We waited ages to be served, other people came in after us and had their meals before we even got our drinks! The food was good when it eventually came though. The drinks are not great though"
775,28 November 2015,40,An evening in Times Square,"Were seated very quickly by very friendly staff, who took an interest in us. Food upto the usual standard for Hard Rocks. Very wheelchair friendly."
776,27 November 2015,40,Great food and service,"Typical Hard Rock.....managed to pre-book through open table and had a brilliant meal........Hard Rock never fail to deliver, great service as always!!!!!"
777,26 November 2015,50,So good!,"This is a great place to come, listen to some good music, take in a great atmosphere, have a few beers and eat some great cooked food! The steak here was delicious and the staff are fantastic!"
778,26 November 2015,50,Great atmosphere in Times Square,"Really good food and lots of cool things to see in here. A little bit of a wait to get a table, but worth it once we got in. Great music too!"
779,25 November 2015,30,Decent Food but Slow Service,"If you have been to a Hard Rock then this is the same experience as all of the others. Overall the food was good but the service was kind of slow, we waited over an hour to get our food."
780,24 November 2015,40,"Nice place, nice food!",this place is very beautiful with a lots of table and a lots of people..but the service are fast and perfect! I advise you to eat Mexican burger... no words to describe....
781,23 November 2015,50,Great service!,"Service at the Hard Rock in Times Square was great! We didn't know we would get a free glass with our drink and they told us we would when we got our bill. Food was great, had a great time!"
782,23 November 2015,50,ANNES Birthday,Went here to celebrate my wife's Birthday . Booked a table beforehand. Excellant service excellant food . When I mentione it was my wife's birthday they put a candle in our shared ice cream ( Diabetic Nightmare) Pleasant surroundings good memorabilia on the walls.
783,23 November 2015,50,Fab!,"Ate here last week while on holiday in NYC, Food was really nice, Cocktails were fab! Atmosphere was amazing... It's right on Times Square so a perfect dinner before heading off to a show in Broadway!"
784,20 November 2015,40,You know what to expect...,I did visit many Hard Rock Cafe's worldwide and the concept is repeating and you don't get suprises. The menue is always Burgerish & Beerish and there is always a souvenier shop. Had a nice burger with beer and got treated very nicely.
785,18 November 2015,30,Just ok,"Loved the venue and the memorabilia, food was just ok. Felt we were rushed from start to finish. Constantly pressurised for either photo,charity band purchase, glass etc. If you want a quick bite then it's suitable."
786,18 November 2015,40,Ok place,Sat down quite quickly after being shown to our table. When the food was delivered it looked very nice. I could not eat all of it as it was a good portion.
787,17 November 2015,30,Just like any other Hard Rock,Not the best eatery in town however if looking for a quick bite to eat this a good place to go. I do like the rock memorabilia - it is fun!
788,15 November 2015,40,"Good Food, very vibrant","If you want a nice quiet romantic meal then HRC is not for you. The service was good, the food was good, but really noisy. Music and videos are playing all the time."
789,11 November 2015,40,Big Apple no big bill,"8 of us, good value good service. Followed by a visit by the president. What a night, thank you hard rock"
790,9 November 2015,40,Great Atmosphere,"Typical Hard Rock experience, very loud, very busy !!!! Food at this venue was very good. have had not so good food at other HR restaurants."
791,4 November 2015,40,"Good food, great place full of iconic items just as expected","Standard menu, we weren't disappointed, service was very nice! The collection is marvellous, I spent some time apologising to various groups in order to look at the items at their tables..."
